[T] Epoch [0/29] | [0/500] TRAINING loss : 2.2996 TRAINING accuracy : 0.1300
[T] Epoch [4/29] | [306/500] TRAINING loss : 1.9321 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [307/500] TRAINING loss : 1.9526 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [308/500] TRAINING loss : 1.9295 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [309/500] TRAINING loss : 1.8901 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [310/500] TRAINING loss : 1.9401 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [311/500] TRAINING loss : 1.9281 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [312/500] TRAINING loss : 2.0634 TRAINING accuracy : 0.3900
[T] Epoch [4/29] | [313/500] TRAINING loss : 1.8914 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [314/500] TRAINING loss : 2.0047 TRAINING accuracy : 0.4500
[T] Epoch [4/29] | [315/500] TRAINING loss : 1.9058 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [316/500] TRAINING loss : 2.0094 TRAINING accuracy : 0.4600
[T] Epoch [4/29] | [317/500] TRAINING loss : 1.9128 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [318/500] TRAINING loss : 1.9491 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [319/500] TRAINING loss : 1.9009 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [320/500] TRAINING loss : 1.8462 TRAINING accuracy : 0.6100
[T] Epoch [4/29] | [321/500] TRAINING loss : 2.0384 TRAINING accuracy : 0.4500
[T] Epoch [4/29] | [322/500] TRAINING loss : 1.8912 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [323/500] TRAINING loss : 1.9062 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [324/500] TRAINING loss : 1.8914 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [325/500] TRAINING loss : 1.9588 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [326/500] TRAINING loss : 1.9780 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [327/500] TRAINING loss : 1.9149 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [328/500] TRAINING loss : 1.9454 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [329/500] TRAINING loss : 1.9074 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [330/500] TRAINING loss : 1.8377 TRAINING accuracy : 0.6200
[T] Epoch [4/29] | [331/500] TRAINING loss : 1.9714 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [332/500] TRAINING loss : 1.9367 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [333/500] TRAINING loss : 1.9465 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [334/500] TRAINING loss : 1.7743 TRAINING accuracy : 0.7100
[T] Epoch [4/29] | [335/500] TRAINING loss : 1.8882 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [336/500] TRAINING loss : 1.9377 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [337/500] TRAINING loss : 1.9583 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [338/500] TRAINING loss : 1.9681 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [339/500] TRAINING loss : 1.8360 TRAINING accuracy : 0.6500
[T] Epoch [4/29] | [340/500] TRAINING loss : 1.8922 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [341/500] TRAINING loss : 1.9846 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [342/500] TRAINING loss : 1.8889 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [343/500] TRAINING loss : 1.9039 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [344/500] TRAINING loss : 1.9955 TRAINING accuracy : 0.4400
[T] Epoch [4/29] | [345/500] TRAINING loss : 1.8940 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [346/500] TRAINING loss : 1.9480 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [347/500] TRAINING loss : 2.0488 TRAINING accuracy : 0.4200
[T] Epoch [4/29] | [348/500] TRAINING loss : 2.0209 TRAINING accuracy : 0.4400
[T] Epoch [4/29] | [349/500] TRAINING loss : 1.8879 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [350/500] TRAINING loss : 1.8759 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [351/500] TRAINING loss : 1.9458 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [352/500] TRAINING loss : 1.9048 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [353/500] TRAINING loss : 1.9353 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [354/500] TRAINING loss : 1.8976 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [355/500] TRAINING loss : 1.9862 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [356/500] TRAINING loss : 1.9438 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [357/500] TRAINING loss : 1.8799 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [358/500] TRAINING loss : 1.9692 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [359/500] TRAINING loss : 1.9244 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [360/500] TRAINING loss : 1.9363 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [361/500] TRAINING loss : 1.9586 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [362/500] TRAINING loss : 1.9722 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [363/500] TRAINING loss : 1.9007 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [364/500] TRAINING loss : 1.9386 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [365/500] TRAINING loss : 1.9146 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [366/500] TRAINING loss : 1.9143 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [367/500] TRAINING loss : 1.9990 TRAINING accuracy : 0.4500
[T] Epoch [4/29] | [368/500] TRAINING loss : 1.9273 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [369/500] TRAINING loss : 1.9633 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [370/500] TRAINING loss : 1.8943 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [371/500] TRAINING loss : 1.9314 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [372/500] TRAINING loss : 1.9523 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [373/500] TRAINING loss : 2.0032 TRAINING accuracy : 0.4500
[T] Epoch [4/29] | [374/500] TRAINING loss : 1.8571 TRAINING accuracy : 0.6000
[T] Epoch [4/29] | [375/500] TRAINING loss : 1.9599 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [376/500] TRAINING loss : 1.9778 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [377/500] TRAINING loss : 1.9213 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [378/500] TRAINING loss : 1.9595 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [379/500] TRAINING loss : 1.9597 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [380/500] TRAINING loss : 1.9491 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [381/500] TRAINING loss : 1.9509 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [382/500] TRAINING loss : 2.0083 TRAINING accuracy : 0.4500
[T] Epoch [4/29] | [383/500] TRAINING loss : 1.9758 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [384/500] TRAINING loss : 1.9056 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [385/500] TRAINING loss : 1.9574 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [386/500] TRAINING loss : 1.9137 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [387/500] TRAINING loss : 1.8507 TRAINING accuracy : 0.6200
[T] Epoch [4/29] | [388/500] TRAINING loss : 1.9923 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [389/500] TRAINING loss : 1.8933 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [390/500] TRAINING loss : 1.9227 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [391/500] TRAINING loss : 1.8895 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [392/500] TRAINING loss : 1.9242 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [393/500] TRAINING loss : 1.9465 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [394/500] TRAINING loss : 1.9342 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [395/500] TRAINING loss : 1.9883 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [396/500] TRAINING loss : 1.9280 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [397/500] TRAINING loss : 1.9643 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [398/500] TRAINING loss : 1.9454 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [399/500] TRAINING loss : 1.9382 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [400/500] TRAINING loss : 1.9818 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [401/500] TRAINING loss : 1.9549 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [402/500] TRAINING loss : 1.9122 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [403/500] TRAINING loss : 1.8886 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [404/500] TRAINING loss : 1.9758 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [405/500] TRAINING loss : 1.8641 TRAINING accuracy : 0.6100
[T] Epoch [4/29] | [406/500] TRAINING loss : 1.9361 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [407/500] TRAINING loss : 1.9483 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [408/500] TRAINING loss : 1.9256 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [409/500] TRAINING loss : 1.9696 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [410/500] TRAINING loss : 1.9780 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [411/500] TRAINING loss : 1.9399 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [412/500] TRAINING loss : 1.9586 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [413/500] TRAINING loss : 1.9364 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [414/500] TRAINING loss : 1.9013 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [415/500] TRAINING loss : 1.9722 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [416/500] TRAINING loss : 1.8443 TRAINING accuracy : 0.6500
[T] Epoch [4/29] | [417/500] TRAINING loss : 1.9680 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [418/500] TRAINING loss : 1.9662 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [419/500] TRAINING loss : 1.9352 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [420/500] TRAINING loss : 1.9130 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [421/500] TRAINING loss : 1.8925 TRAINING accuracy : 0.6000
[T] Epoch [4/29] | [422/500] TRAINING loss : 1.9994 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [423/500] TRAINING loss : 1.9524 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [424/500] TRAINING loss : 1.9270 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [425/500] TRAINING loss : 1.9933 TRAINING accuracy : 0.4600
[T] Epoch [4/29] | [426/500] TRAINING loss : 1.9841 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [427/500] TRAINING loss : 1.7946 TRAINING accuracy : 0.6800
[T] Epoch [4/29] | [428/500] TRAINING loss : 1.9157 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [429/500] TRAINING loss : 1.9884 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [430/500] TRAINING loss : 1.9184 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [431/500] TRAINING loss : 2.0169 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [432/500] TRAINING loss : 1.9612 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [433/500] TRAINING loss : 1.8648 TRAINING accuracy : 0.6300
[T] Epoch [4/29] | [434/500] TRAINING loss : 1.8982 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [435/500] TRAINING loss : 1.9565 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [436/500] TRAINING loss : 1.8945 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [437/500] TRAINING loss : 1.9319 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [438/500] TRAINING loss : 1.9426 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [439/500] TRAINING loss : 1.8722 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [440/500] TRAINING loss : 1.8515 TRAINING accuracy : 0.6400
[T] Epoch [4/29] | [441/500] TRAINING loss : 1.9033 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [442/500] TRAINING loss : 1.9058 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [443/500] TRAINING loss : 1.9836 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [444/500] TRAINING loss : 1.9199 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [445/500] TRAINING loss : 1.9320 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [446/500] TRAINING loss : 1.9483 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [447/500] TRAINING loss : 1.9247 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [448/500] TRAINING loss : 1.9826 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [449/500] TRAINING loss : 1.8922 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [450/500] TRAINING loss : 1.8381 TRAINING accuracy : 0.6400
[T] Epoch [4/29] | [451/500] TRAINING loss : 1.9138 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [452/500] TRAINING loss : 1.8958 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [453/500] TRAINING loss : 1.9091 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [454/500] TRAINING loss : 1.9456 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [455/500] TRAINING loss : 1.8967 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [456/500] TRAINING loss : 1.9083 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [457/500] TRAINING loss : 1.8929 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [458/500] TRAINING loss : 1.9166 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [459/500] TRAINING loss : 1.8725 TRAINING accuracy : 0.6200
[T] Epoch [4/29] | [460/500] TRAINING loss : 1.8886 TRAINING accuracy : 0.6000
[T] Epoch [4/29] | [461/500] TRAINING loss : 1.8982 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [462/500] TRAINING loss : 1.9186 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [463/500] TRAINING loss : 1.8906 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [464/500] TRAINING loss : 1.9178 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [465/500] TRAINING loss : 1.8852 TRAINING accuracy : 0.6200
[T] Epoch [4/29] | [466/500] TRAINING loss : 1.9619 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [467/500] TRAINING loss : 1.8971 TRAINING accuracy : 0.5700
[T] Epoch [4/29] | [468/500] TRAINING loss : 1.8673 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [469/500] TRAINING loss : 1.8691 TRAINING accuracy : 0.6100
[T] Epoch [4/29] | [470/500] TRAINING loss : 1.9233 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [471/500] TRAINING loss : 1.9845 TRAINING accuracy : 0.4900
[T] Epoch [4/29] | [472/500] TRAINING loss : 1.9330 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [473/500] TRAINING loss : 1.9140 TRAINING accuracy : 0.5800
[T] Epoch [4/29] | [474/500] TRAINING loss : 1.9204 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [475/500] TRAINING loss : 1.9540 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [476/500] TRAINING loss : 1.9581 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [477/500] TRAINING loss : 1.9505 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [478/500] TRAINING loss : 1.9068 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [479/500] TRAINING loss : 1.9885 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [480/500] TRAINING loss : 2.0410 TRAINING accuracy : 0.4100
[T] Epoch [4/29] | [481/500] TRAINING loss : 1.9929 TRAINING accuracy : 0.4400
[T] Epoch [4/29] | [482/500] TRAINING loss : 1.9776 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [483/500] TRAINING loss : 1.9758 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [484/500] TRAINING loss : 1.9676 TRAINING accuracy : 0.4800
[T] Epoch [4/29] | [485/500] TRAINING loss : 1.9910 TRAINING accuracy : 0.5000
[T] Epoch [4/29] | [486/500] TRAINING loss : 2.0238 TRAINING accuracy : 0.4400
[T] Epoch [4/29] | [487/500] TRAINING loss : 1.9418 TRAINING accuracy : 0.5100
[T] Epoch [4/29] | [488/500] TRAINING loss : 1.8834 TRAINING accuracy : 0.5900
[T] Epoch [4/29] | [489/500] TRAINING loss : 1.9266 TRAINING accuracy : 0.5200
[T] Epoch [4/29] | [490/500] TRAINING loss : 1.9200 TRAINING accuracy : 0.5500
[T] Epoch [4/29] | [491/500] TRAINING loss : 1.8932 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [492/500] TRAINING loss : 2.0148 TRAINING accuracy : 0.4300
[T] Epoch [4/29] | [493/500] TRAINING loss : 1.9887 TRAINING accuracy : 0.4700
[T] Epoch [4/29] | [494/500] TRAINING loss : 2.0082 TRAINING accuracy : 0.4300
[T] Epoch [4/29] | [495/500] TRAINING loss : 1.8671 TRAINING accuracy : 0.6300
[T] Epoch [4/29] | [496/500] TRAINING loss : 1.9259 TRAINING accuracy : 0.5400
[T] Epoch [4/29] | [497/500] TRAINING loss : 1.9040 TRAINING accuracy : 0.5600
[T] Epoch [4/29] | [498/500] TRAINING loss : 1.9274 TRAINING accuracy : 0.5300
[T] Epoch [4/29] | [499/500] TRAINING loss : 1.9422 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [0/500] TRAINING loss : 2.0026 TRAINING accuracy : 0.4400
[V] Epoch [5/29] | [0/500] Test loss : 2.1389 Test accuracy : 0.3232 VAL RMSE : 11.925
[T] Epoch [5/29] | [1/500] TRAINING loss : 1.8459 TRAINING accuracy : 0.6200
[T] Epoch [5/29] | [2/500] TRAINING loss : 1.9266 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [3/500] TRAINING loss : 1.9580 TRAINING accuracy : 0.5000
[T] Epoch [5/29] | [4/500] TRAINING loss : 1.8606 TRAINING accuracy : 0.6200
[T] Epoch [5/29] | [5/500] TRAINING loss : 1.9325 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [6/500] TRAINING loss : 1.9038 TRAINING accuracy : 0.5600
[T] Epoch [5/29] | [7/500] TRAINING loss : 1.9766 TRAINING accuracy : 0.4800
[T] Epoch [5/29] | [8/500] TRAINING loss : 1.9099 TRAINING accuracy : 0.5600
[T] Epoch [5/29] | [9/500] TRAINING loss : 1.8692 TRAINING accuracy : 0.6000
[T] Epoch [5/29] | [10/500] TRAINING loss : 1.9452 TRAINING accuracy : 0.5300
[T] Epoch [5/29] | [11/500] TRAINING loss : 1.9133 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [12/500] TRAINING loss : 1.9541 TRAINING accuracy : 0.4900
[T] Epoch [5/29] | [13/500] TRAINING loss : 1.8800 TRAINING accuracy : 0.5900
[T] Epoch [5/29] | [14/500] TRAINING loss : 1.9561 TRAINING accuracy : 0.5100
[T] Epoch [5/29] | [15/500] TRAINING loss : 1.8903 TRAINING accuracy : 0.5800
[T] Epoch [5/29] | [16/500] TRAINING loss : 1.8976 TRAINING accuracy : 0.5800
[T] Epoch [5/29] | [17/500] TRAINING loss : 1.9133 TRAINING accuracy : 0.5700
[T] Epoch [5/29] | [18/500] TRAINING loss : 1.9523 TRAINING accuracy : 0.4900
[T] Epoch [5/29] | [19/500] TRAINING loss : 1.9379 TRAINING accuracy : 0.5200
[T] Epoch [5/29] | [20/500] TRAINING loss : 1.8721 TRAINING accuracy : 0.6300
[T] Epoch [5/29] | [21/500] TRAINING loss : 2.0018 TRAINING accuracy : 0.4500
[T] Epoch [5/29] | [22/500] TRAINING loss : 1.9533 TRAINING accuracy : 0.5000
[T] Epoch [5/29] | [23/500] TRAINING loss : 1.9130 TRAINING accuracy : 0.5300
[T] Epoch [5/29] | [24/500] TRAINING loss : 1.8900 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [25/500] TRAINING loss : 1.9725 TRAINING accuracy : 0.4800
[T] Epoch [5/29] | [26/500] TRAINING loss : 2.0148 TRAINING accuracy : 0.4200
[T] Epoch [5/29] | [27/500] TRAINING loss : 1.8299 TRAINING accuracy : 0.6400
[T] Epoch [5/29] | [28/500] TRAINING loss : 1.8778 TRAINING accuracy : 0.5900
[T] Epoch [5/29] | [29/500] TRAINING loss : 1.9397 TRAINING accuracy : 0.5200
[T] Epoch [5/29] | [30/500] TRAINING loss : 1.9200 TRAINING accuracy : 0.5700
[T] Epoch [5/29] | [31/500] TRAINING loss : 1.9662 TRAINING accuracy : 0.4900
[T] Epoch [5/29] | [32/500] TRAINING loss : 1.9593 TRAINING accuracy : 0.5100
[T] Epoch [5/29] | [33/500] TRAINING loss : 2.0168 TRAINING accuracy : 0.4500
[T] Epoch [5/29] | [34/500] TRAINING loss : 1.9105 TRAINING accuracy : 0.5600
[T] Epoch [5/29] | [35/500] TRAINING loss : 1.9061 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [36/500] TRAINING loss : 1.9344 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [37/500] TRAINING loss : 1.9354 TRAINING accuracy : 0.5200
[T] Epoch [5/29] | [38/500] TRAINING loss : 1.8947 TRAINING accuracy : 0.5700
[T] Epoch [5/29] | [39/500] TRAINING loss : 1.9309 TRAINING accuracy : 0.5100
[T] Epoch [5/29] | [40/500] TRAINING loss : 1.9434 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [41/500] TRAINING loss : 1.9161 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [42/500] TRAINING loss : 1.9769 TRAINING accuracy : 0.4700
[T] Epoch [5/29] | [43/500] TRAINING loss : 1.9218 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [44/500] TRAINING loss : 1.9052 TRAINING accuracy : 0.5900
[T] Epoch [5/29] | [45/500] TRAINING loss : 1.9047 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [46/500] TRAINING loss : 1.8729 TRAINING accuracy : 0.6000
[T] Epoch [5/29] | [47/500] TRAINING loss : 1.9764 TRAINING accuracy : 0.4600
[T] Epoch [5/29] | [48/500] TRAINING loss : 1.9326 TRAINING accuracy : 0.5300
[T] Epoch [5/29] | [49/500] TRAINING loss : 1.9600 TRAINING accuracy : 0.4800
[T] Epoch [5/29] | [50/500] TRAINING loss : 1.9356 TRAINING accuracy : 0.5100
[T] Epoch [5/29] | [51/500] TRAINING loss : 1.9214 TRAINING accuracy : 0.5600
[T] Epoch [5/29] | [52/500] TRAINING loss : 1.9874 TRAINING accuracy : 0.5000
[T] Epoch [5/29] | [53/500] TRAINING loss : 1.9785 TRAINING accuracy : 0.4700
[T] Epoch [5/29] | [54/500] TRAINING loss : 1.9803 TRAINING accuracy : 0.4800
[T] Epoch [5/29] | [55/500] TRAINING loss : 1.8622 TRAINING accuracy : 0.5900
[T] Epoch [5/29] | [56/500] TRAINING loss : 1.8357 TRAINING accuracy : 0.6600
[T] Epoch [5/29] | [57/500] TRAINING loss : 1.9197 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [58/500] TRAINING loss : 1.9345 TRAINING accuracy : 0.5100
[T] Epoch [5/29] | [59/500] TRAINING loss : 1.9322 TRAINING accuracy : 0.5200
[T] Epoch [5/29] | [60/500] TRAINING loss : 1.9224 TRAINING accuracy : 0.5300
[T] Epoch [5/29] | [61/500] TRAINING loss : 1.9192 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [62/500] TRAINING loss : 1.8983 TRAINING accuracy : 0.5300
[T] Epoch [5/29] | [63/500] TRAINING loss : 1.9334 TRAINING accuracy : 0.5200
[T] Epoch [5/29] | [64/500] TRAINING loss : 1.8664 TRAINING accuracy : 0.6100
[T] Epoch [5/29] | [65/500] TRAINING loss : 1.8404 TRAINING accuracy : 0.6200
[T] Epoch [5/29] | [66/500] TRAINING loss : 1.9080 TRAINING accuracy : 0.5600
[T] Epoch [5/29] | [67/500] TRAINING loss : 1.8985 TRAINING accuracy : 0.5800
[T] Epoch [5/29] | [68/500] TRAINING loss : 1.9614 TRAINING accuracy : 0.4800
[T] Epoch [5/29] | [69/500] TRAINING loss : 1.9757 TRAINING accuracy : 0.4600
[T] Epoch [5/29] | [70/500] TRAINING loss : 1.9617 TRAINING accuracy : 0.5000
[T] Epoch [5/29] | [71/500] TRAINING loss : 1.8730 TRAINING accuracy : 0.5900
[T] Epoch [5/29] | [72/500] TRAINING loss : 1.9931 TRAINING accuracy : 0.4700
[T] Epoch [5/29] | [73/500] TRAINING loss : 1.9616 TRAINING accuracy : 0.5000
[T] Epoch [5/29] | [74/500] TRAINING loss : 1.9587 TRAINING accuracy : 0.4900
[T] Epoch [5/29] | [75/500] TRAINING loss : 1.8563 TRAINING accuracy : 0.5800
[T] Epoch [5/29] | [76/500] TRAINING loss : 1.9396 TRAINING accuracy : 0.5400
[T] Epoch [5/29] | [77/500] TRAINING loss : 1.9474 TRAINING accuracy : 0.5200
[T] Epoch [5/29] | [78/500] TRAINING loss : 1.9637 TRAINING accuracy : 0.4900
[T] Epoch [5/29] | [79/500] TRAINING loss : 1.9938 TRAINING accuracy : 0.4600
[T] Epoch [5/29] | [80/500] TRAINING loss : 1.9350 TRAINING accuracy : 0.5200
[T] Epoch [5/29] | [81/500] TRAINING loss : 1.9660 TRAINING accuracy : 0.4800
[T] Epoch [5/29] | [82/500] TRAINING loss : 1.9646 TRAINING accuracy : 0.5000
[T] Epoch [5/29] | [83/500] TRAINING loss : 1.9226 TRAINING accuracy : 0.5300
[T] Epoch [5/29] | [84/500] TRAINING loss : 1.8711 TRAINING accuracy : 0.6200
[T] Epoch [5/29] | [85/500] TRAINING loss : 1.9795 TRAINING accuracy : 0.4700
[T] Epoch [5/29] | [86/500] TRAINING loss : 1.8306 TRAINING accuracy : 0.6300
[T] Epoch [5/29] | [87/500] TRAINING loss : 1.9694 TRAINING accuracy : 0.4700
[T] Epoch [5/29] | [88/500] TRAINING loss : 1.8526 TRAINING accuracy : 0.6300
[T] Epoch [5/29] | [89/500] TRAINING loss : 1.9114 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [90/500] TRAINING loss : 1.9222 TRAINING accuracy : 0.5300
[T] Epoch [5/29] | [91/500] TRAINING loss : 1.9250 TRAINING accuracy : 0.5500
[T] Epoch [5/29] | [92/500] TRAINING loss : 2.0102 TRAINING accuracy : 0.4400
[T] Epoch [5/29] | [93/500] TRAINING loss : 1.9053 TRAINING accuracy : 0.5600
[T] Epoch [5/29] | [94/500] TRAINING loss : 1.9880 TRAINING accuracy : 0.4700
